TF1|TF2|{F/R}|D	COUNTS	n	mu	SD	FC	Z	p-value
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FF|-4	646	3	234.0	6.0	2.7606837606837606	68.66666666666667	0.0
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FF|-5	265	3	69.33333333333333	5.773502691896257	3.822115384615385	33.89046080143104	9.20717495750627e-252
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|0	48	3	27.0	1.0	1.7777777777777777	21.0	6.558556037957885e-98
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|10	35	3	25.333333333333332	4.041451884327381	1.381578947368421	2.3918796866427354	0.0167623361771865
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FR|-3	94	3	87.33333333333333	4.509249752822894	1.0763358778625955	1.4784425419091467	0.13928936568684808
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|10	52	3	55.0	7.810249675906654	0.9454545454545454	-0.3841106397986879	0.7008964458564653
M1518_1.02d.jpwm|M1518_1.02d.jpwm|RF|-4	36	3	20.0	4.0	1.8	4.0	6.334248366623973e-05
M1518_1.02d.jpwm|M1518_1.02d.jpwm|RF|-6	1	3	0.6666666666666666	0.5773502691896258	1.5	0.5773502691896257	0.5637028616507731
M1518_1.02d.jpwm|M1518_1.02d.jpwm|RF|-1	22	3	11.0	3.605551275463989	2.0	3.05085107923876	0.0022819372533154484
M1518_1.02d.jpwm|M1518_1.02d.jpwm|RF|-2	10	3	10.0	2.6457513110645907	1.0	0.0	1.0
M1518_1.02d.jpwm|M1518_1.02d.jpwm|RF|-3	19	3	20.333333333333332	4.041451884327381	0.9344262295081968	-0.32991443953692867	0.7414646126329771
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|-5	90	3	68.0	5.196152422706632	1.3235294117647058	4.233901974057256	2.2967108733407442e-05
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|-4	329	3	155.0	6.244997998398398	2.1225806451612903	27.86229876208516	7.643494489429913e-171
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|-6	77	3	59.333333333333336	3.785938897200183	1.297752808988764	4.666389803525805	3.0653792090121513e-06
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|-1	138	3	95.0	3.605551275463989	1.4526315789473685	11.926054218842427	8.658100301998036e-33
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FF|10	373	3	117.66666666666667	4.618802153517006	3.169971671388102	55.281288274906665	0.0
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|-2	88	3	70.0	8.18535277187245	1.2571428571428571	2.199049998413494	0.027874367339946877
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|-2	81	3	50.0	2.6457513110645907	1.62	11.716898663286043	1.0442524694423067e-31
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|-3	76	3	51.0	3.0	1.4901960784313726	8.333333333333334	7.859746869702016e-17
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|-1	72	3	44.333333333333336	14.571661996262929	1.6240601503759398	1.8986623951174617	0.05760887889507866
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|-6	18	3	8.666666666666666	4.932882862316248	2.076923076923077	1.8920646595185606	0.05848236627088821
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|-4	80	3	61.333333333333336	8.082903768654761	1.3043478260869565	2.3094010767585025	0.020921335337794035
M0686_1.02d.jpwm|M1264_1.02d.jpwm|FF|10	128	3	107.66666666666667	12.013880860626733	1.1888544891640866	1.6924866801344816	0.09055321766064507
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|-4	3	3	4.0	2.6457513110645907	0.75	-0.3779644730092272	0.7054569861112734
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|-1	28	3	29.333333333333332	3.0550504633038935	0.9545454545454546	-0.43643578047198434	0.6625205835400578
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|-2	25	3	29.0	3.4641016151377544	0.8620689655172413	-1.1547005383792517	0.24821307898992362
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|-3	151	3	173.66666666666666	10.785793124908958	0.8694817658349329	-2.1015298925324033	0.0355944767847393
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|-6	22	3	38.0	5.196152422706632	0.5789473684210527	-3.079201435678004	0.0020755629257427
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|-5	49	3	44.0	9.0	1.1136363636363635	0.5555555555555556	0.5785147215079439
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|-4	86	3	102.66666666666667	10.598742063723098	0.8376623376623377	-1.5725136593060978	0.11583147388678362
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|-3	138	3	102.66666666666667	9.451631252505218	1.344155844155844	3.73833176405057	0.0001852453904301885
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|-2	122	3	109.33333333333333	8.144527815247079	1.1158536585365855	1.5552364672331107	0.11988976215382278
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|-1	118	3	107.0	15.620499351813308	1.102803738317757	0.7042028396309279	0.4813064628875984
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|5	82	3	50.333333333333336	8.32666399786453	1.629139072847682	3.8030436528708194	0.00014292915813465847
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|4	62	3	40.0	4.0	1.55	5.5	3.797912493177536e-08
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|7	63	3	45.0	2.6457513110645907	1.4	6.80336051416609	1.0220644786436004e-11
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|6	62	3	42.666666666666664	6.110100926607787	1.453125	3.16415940842189	0.001555315829838883
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|1	60	3	39.0	4.0	1.5384615384615385	5.25	1.52099210329774e-07
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|0	55	3	48.333333333333336	11.590225767142474	1.1379310344827587	0.5751973085430505	0.5651578628404827
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|3	55	3	42.666666666666664	5.131601439446884	1.2890625	2.4034082691080347	0.016243041612191023
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|2	56	3	42.666666666666664	12.096831541082704	1.3125	1.1022169969095859	0.2703673443551151
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|9	47	3	43.333333333333336	5.507570547286102	1.0846153846153845	0.6657502859356822	0.5055707258803326
M0686_1.02d.jpwm|M1518_1.02d.jpwm|RF|8	54	3	47.333333333333336	5.8594652770823155	1.1408450704225352	1.1377602479771483	0.2552206082168428
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|8	49	3	49.333333333333336	4.041451884327381	0.9932432432432432	-0.08247860988423283	0.9342661272121844
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|9	61	3	56.666666666666664	4.509249752822894	1.076470588235294	0.9609876522409452	0.33655837639465036
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|2	51	3	60.333333333333336	9.073771725877467	0.8453038674033149	-1.0286057017189032	0.3036649975729875
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|3	68	3	59.666666666666664	3.0550504633038935	1.1396648044692739	2.7277236279499055	0.006377301421688309
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|0	58	3	48.0	6.082762530298219	1.2083333333333333	1.643989873053573	0.10017829422626803
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|1	119	3	54.333333333333336	4.932882862316248	2.1901840490797544	13.109305140950024	2.912546425591004e-39
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|6	55	3	53.666666666666664	3.5118845842842465	1.0248447204968945	0.37966319830100026	0.7041954416607006
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|7	53	3	56.666666666666664	7.371114795831994	0.9352941176470588	-0.4974371948107477	0.6188807818388098
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|4	57	3	52.333333333333336	11.590225767142474	1.089171974522293	0.4026381159801353	0.6872144652000074
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FR|5	47	3	50.666666666666664	5.507570547286102	0.9276315789473685	-0.6657502859356822	0.5055707258803326
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|8	50	3	24.666666666666668	1.1547005383792515	2.0270270270270268	21.93931022920578	1.0955044498908829e-106
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|9	44	3	27.333333333333332	5.131601439446884	1.6097560975609757	3.247849012308155	0.0011628095746873375
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|6	33	3	26.666666666666668	5.033222956847166	1.2375	1.2583057392117913	0.20828120636884961
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|7	58	3	29.0	10.14889156509222	2.0	2.85745490667645	0.004270533088004201
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|4	64	3	23.333333333333332	4.041451884327381	2.742857142857143	10.062390405876336	8.100713599134867e-24
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|5	50	3	27.0	1.0	1.8518518518518519	23.0	4.661274012441299e-117
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|2	42	3	25.0	3.0	1.68	5.666666666666667	1.4560220147828114e-08
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|3	38	3	27.0	13.0	1.4074074074074074	0.8461538461538461	0.39746692542259277
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|10	59	3	48.0	9.16515138991168	1.2291666666666667	1.200198396297958	0.23006229802639666
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|1	44	3	19.0	2.6457513110645907	2.3157894736842106	9.44911182523068	3.417178601323685e-21
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FR|-2	39	3	34.0	1.0	1.1470588235294117	5.0	5.733031437583866e-07
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|10	149	3	108.66666666666667	8.326663997864532	1.371165644171779	4.843876652603885	1.273299966664855e-06
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FR|-1	39	3	49.333333333333336	12.423096769056148	0.7905405405405405	-0.8317840169346452	0.4055308671166882
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FR|-4	12	3	19.0	8.660254037844387	0.631578947368421	-0.808290376865476	0.4189234409463829
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FR|-5	5	3	7.333333333333333	1.1547005383792517	0.6818181818181819	-2.02072594216369	0.043308142810791976
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|10	136	3	109.66666666666667	3.214550253664318	1.2401215805471124	8.19191838837036	2.5709495109077035e-16
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|3	107	3	104.33333333333333	6.506407098647712	1.02555910543131	0.4098524156628487	0.6819142132768362
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|2	132	3	102.33333333333333	0.5773502691896257	1.2899022801302933	51.384173957876705	0.0
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|1	126	3	86.66666666666667	5.686240703077327	1.4538461538461538	6.917282504774479	4.603894253642894e-12
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|0	106	3	97.0	2.6457513110645907	1.092783505154639	3.401680257083045	0.0006697294490218288
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|7	119	3	103.33333333333333	9.60902353693305	1.1516129032258065	1.630411935869507	0.10301446369873542
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|6	140	3	100.33333333333333	7.571877794400365	1.3953488372093024	5.2386828926374625	1.6172665210838603e-07
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|5	124	3	88.0	3.605551275463989	1.4090909090909092	9.984603532054125	1.780112799311846e-23
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|4	100	3	102.0	8.717797887081348	0.9803921568627451	-0.22941573387056174	0.8185458083820434
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|9	107	3	101.33333333333333	7.371114795831994	1.055921052631579	0.7687665737984294	0.4420318955343573
M0686_1.02d.jpwm|M1264_1.02d.jpwm|RF|8	120	3	104.33333333333333	3.7859388972001824	1.1501597444089458	4.138119259730433	3.5016435730392975e-05
M1518_1.02d.jpwm|M0686_1.02d.jpwm|FF|10	73	3	41.666666666666664	3.0550504633038935	1.752	10.256240841091643	1.1094183191890722e-24
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|4	76	3	56.0	4.358898943540674	1.3571428571428572	4.588314677411235	4.468387345230041e-06
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|5	68	3	56.0	5.291502622129181	1.2142857142857142	2.2677868380553634	0.023342202012890816
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|6	79	3	54.0	7.937253933193772	1.462962962962963	3.14970394174356	0.001634359923913611
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|7	70	3	50.333333333333336	2.516611478423583	1.390728476821192	7.814740906683758	5.507620110208191e-15
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|0	78	3	54.0	6.0	1.4444444444444444	4.0	6.334248366623973e-05
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|1	79	3	54.666666666666664	1.5275252316519465	1.4451219512195124	15.929905987227446	3.9294746165014645e-57
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|2	86	3	46.666666666666664	13.576941236277534	1.842857142857143	2.8970688352273943	0.0037666709916329695
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|3	90	3	46.666666666666664	4.163331998932266	1.9285714285714286	10.408329997330663	2.271717146717606e-25
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|8	67	3	52.0	4.58257569495584	1.2884615384615385	3.2732683535398857	0.0010631149171586032
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|9	70	3	44.666666666666664	2.0816659994661326	1.5671641791044777	12.169739689186624	4.505169501999693e-34
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FF|10	73	3	53.0	1.0	1.3773584905660377	20.0	5.507248237212311e-89
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|-2	85	3	65.33333333333333	1.5275252316519468	1.3010204081632655	12.874855523923554	6.235565134001886e-38
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|-3	104	3	76.66666666666667	6.6583281184793925	1.3565217391304347	4.105134629438422	4.0407948031829934e-05
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|-1	55	3	54.333333333333336	3.214550253664318	1.0122699386503067	0.20739033894608433	0.8357050269952799
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|-6	75	3	57.666666666666664	3.785938897200183	1.300578034682081	4.5783447128932435	4.686698976551538e-06
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|-4	296	3	107.66666666666667	7.505553499465135	2.7492260061919502	25.0925309301645	6.0004240356187696e-139
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|-5	54	3	29.0	6.928203230275509	1.8620689655172413	3.6084391824351614	0.0003080447056277463
M0686_1.02d.jpwm|M1518_1.02d.jpwm|FR|-4	36	3	29.333333333333332	2.081665999466133	1.2272727272727273	3.2025630761017427	0.001362104671584203
M0686_1.02d.jpwm|M1518_1.02d.jpwm|FR|-1	39	3	54.666666666666664	11.676186592091328	0.7134146341463415	-1.341762273418808	0.1796730882620935
M0686_1.02d.jpwm|M1518_1.02d.jpwm|FR|-3	137	3	103.0	7.211102550927978	1.3300970873786409	4.714951667914447	2.41768131330283e-06
M0686_1.02d.jpwm|M1518_1.02d.jpwm|FR|-2	25	3	36.666666666666664	4.509249752822894	0.6818181818181819	-2.587274448341004	0.009673850650920307
M1264_1.02d.jpwm|M0686_1.02d.jpwm|FF|-3	137	3	95.0	5.291502622129181	1.4421052631578948	7.937253933193771	2.0670658180782593e-15
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|-1	49	3	28.0	4.58257569495584	1.75	4.58257569495584	4.592833711753968e-06
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|-2	57	3	31.333333333333332	6.027713773341707	1.819148936170213	4.258109729791849	2.061627536434419e-05
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|-3	116	3	62.333333333333336	3.055050463303893	1.8609625668449197	17.566540163997388	4.4446568180672174e-69
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|-4	52	3	22.0	1.0	2.3636363636363638	30.0	9.813427854295816e-198
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FF|-5	16	3	16.333333333333332	2.5166114784235836	0.979591836734694	-0.13245323570650389	0.8946258095467285
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|0	65	3	44.333333333333336	12.583057392117917	1.4661654135338344	1.642420122760654	0.10050296748729265
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|1	50	3	46.333333333333336	4.163331998932266	1.079136690647482	0.8807048459279785	0.37847759324467933
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|2	59	3	53.333333333333336	4.041451884327381	1.10625	1.4021363680319476	0.16087452877075714
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|3	71	3	44.333333333333336	2.309401076758503	1.6015037593984962	11.547005383792515	7.643758385631121e-31
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|4	59	3	46.666666666666664	3.2145502536643185	1.2642857142857145	3.836721270502574	0.00012468785276289058
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|5	63	3	43.333333333333336	5.033222956847167	1.4538461538461538	3.907370453341878	9.330603937277346e-05
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|6	68	3	43.333333333333336	1.5275252316519465	1.5692307692307692	16.148123877463437	1.1706848963378716e-58
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|7	55	3	53.666666666666664	4.725815626252609	1.0248447204968945	0.2821382463434398	0.7778375076247916
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|8	71	3	44.333333333333336	4.163331998932266	1.6015037593984962	6.405126152203484	1.5024509957128626e-10
M0686_1.02d.jpwm|M0686_1.02d.jpwm|FR|9	79	3	49.0	8.54400374531753	1.6122448979591837	3.511234415883917	0.00044603089538720094
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|4	50	3	39.333333333333336	6.506407098647712	1.271186440677966	1.6394096626513917	0.10112797061261725
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|5	60	3	44.333333333333336	8.144527815247079	1.3533834586466165	1.9235819463146357	0.0544070057993781
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|6	63	3	46.333333333333336	5.507570547286102	1.3597122302158273	3.0261376633440116	0.0024769949973648727
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|7	56	3	46.666666666666664	6.3508529610858835	1.2	1.4696188670281387	0.1416650074793577
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|0	72	3	43.666666666666664	9.50438495292217	1.6488549618320612	2.981080151285551	0.002872336045683825
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|1	65	3	49.0	8.888194417315589	1.3265306122448979	1.8001406414816383	0.07183843370215474
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|2	48	3	41.666666666666664	9.71253485622231	1.1520000000000001	0.6520783119018514	0.5143506543471792
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|3	64	3	46.666666666666664	1.5275252316519465	1.3714285714285714	11.347330292271606	7.646175547335774e-30
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|8	62	3	47.0	3.0	1.3191489361702127	5.0	5.733031437583866e-07
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|9	51	3	41.0	9.539392014169456	1.2439024390243902	1.0482848367219184	0.29450739368011014
M0686_1.02d.jpwm|M0686_1.02d.jpwm|RF|10	68	3	50.0	4.0	1.36	4.5	6.795346249460107e-06
M1264_1.02d.jpwm|M1518_1.02d.jpwm|RF|-5	25	3	22.666666666666668	3.2145502536643185	1.102941176470588	0.7258661863112973	0.46792080733173824
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FF|-4	40	3	23.666666666666668	7.767453465154029	1.6901408450704225	2.102791269572085	0.03548401952995677
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FF|-5	31	3	17.666666666666668	1.5275252316519468	1.7547169811320753	8.728715609439694	2.5758101615263696e-18
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FF|-2	41	3	39.666666666666664	6.110100926607787	1.0336134453781514	0.21821789023599275	0.8272593465627109
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FF|-3	143	3	79.0	6.928203230275509	1.8101265822784811	9.237604307034013	2.5207777672308263e-20
M1264_1.02d.jpwm|M1518_1.02d.jpwm|FF|-1	81	3	47.333333333333336	9.71253485622231	1.7112676056338028	3.46631102642563	0.0005276525069921065
M1518_1.02d.jpwm|M1264_1.02d.jpwm|FF|10	95	3	45.666666666666664	1.5275252316519465	2.0802919708029197	32.296247754926874	7.896960371955748e-229
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|8	144	3	120.66666666666667	6.658328118479393	1.1933701657458564	3.5043832202523113	0.0004576662452429794
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|9	136	3	118.33333333333333	14.011899704655802	1.1492957746478873	1.2608330803849874	0.2073689925949287
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|6	154	3	122.33333333333333	17.47378989610821	1.2588555858310628	1.8122380350767247	0.0699494244176933
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|7	142	3	106.66666666666667	9.018499505645789	1.33125	3.9178727360592354	8.933384592692183e-05
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|4	134	3	115.0	3.4641016151377544	1.1652173913043478	5.484827557301445	4.1387293910008195e-08
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|5	138	3	118.33333333333333	12.42309676905615	1.1661971830985915	1.583072806424002	0.11340487089511338
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|2	196	3	119.33333333333333	6.429100507328637	1.6424581005586594	11.924944489399891	8.774249177756276e-33
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|3	201	3	107.66666666666667	15.88500340992514	1.86687306501548	5.875562687951175	4.214094537533862e-09
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|0	132	3	120.66666666666667	13.012814197295423	1.0939226519337015	0.8709363832835516	0.3837888896292224
M1264_1.02d.jpwm|M1264_1.02d.jpwm|FF|1	140	3	110.66666666666667	3.214550253664318	1.2650602409638554	9.125174913627742	7.162050995042007e-20
M0686_1.02d.jpwm|M1518_1.02d.jpwm|FR|9	45	3	44.0	1.0	1.0227272727272727	1.0	0.31731050786291415
M0686_1.02d.jpwm|M1518_1.02d.jpwm|FR|8	52	3	41.333333333333336	2.516611478423583	1.2580645161290323	4.238503542608139	2.2501463293714773e-05
M1518_1.02d.jpwm|M0686_1.02d.jpwm|FF|9	74	3	51.0	2.6457513110645907	1.4509803921568627	8.693182879212225	3.5242440835175216e-18
M1518_1.02d.jpwm|M0686_1.02d.jpwm|FF|8	101	3	57.333333333333336	7.767453465154029	1.7616279069767442	5.621748088039657	1.890347822607753e-08
M0686_1.02d.jpwm|M0686_1.02d.jpwm|RF|-6	2	3	1.0	1.7320508075688772	2.0	0.5773502691896258	0.5637028616507731
M0686_1.02d.jpwm|M1264_1.02d.jpwm|FF|-2	121	3	106.66666666666667	6.658328118479393	1.134375	2.1526925495835623	0.03134284942577297
M0686_1.02d.jpwm|M1264_1.02d.jpwm|FF|-1	149	3	112.0	17.349351572897472	1.3303571428571428	2.1326445455056695	0.03295389619125024
M0686_1.02d.jpwm|M0686_1.02d.jpwm|RF|-5	9	3	8.333333333333334	4.041451884327381	1.0799999999999998	0.16495721976846434	0.8689776543645946
M0686_1.02d.jpwm|M0686_1.02d.jpwm|RF|-2	75	3	68.66666666666667	7.094598884597588	1.0922330097087378	0.8926978728963845	0.372018989790869
M0686_1.02d.jpwm|M0686_1.02d.jpwm|RF|-3	31	3	34.333333333333336	2.516611478423583	0.9029126213592232	-1.324532357065045	0.1853263041985791
M0686_1.02d.jpwm|M1264_1.02d.jpwm|FF|-5	47	3	30.333333333333332	4.509249752822894	1.5494505494505495	3.6961063547728643	0.00021893128820730013
M0686_1.02d.jpwm|M1264_1.02d.jpwm|FF|-4	726	3	286.6666666666667	12.858201014657272	2.5325581395348835	34.16755834136752	7.336336323273136e-256
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|8	16	3	12.0	2.6457513110645907	1.3333333333333333	1.5118578920369088	0.1305700181157362
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|9	13	3	15.0	3.605551275463989	0.8666666666666667	-0.5547001962252291	0.5790997419539188
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|2	17	3	11.666666666666666	4.618802153517006	1.4571428571428573	1.1547005383792517	0.24821307898992362
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|3	25	3	9.333333333333334	1.5275252316519468	2.6785714285714284	10.25624084109164	1.1094183191890806e-24
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|0	18	3	10.666666666666666	1.1547005383792517	1.6875	6.3508529610858835	2.1412430543855206e-10
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|1	25	3	18.0	7.937253933193772	1.3888888888888888	0.8819171036881969	0.3778216371000638
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|6	22	3	10.666666666666666	2.8867513459481287	2.0625	3.9259818304894556	8.637667594722751e-05
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|7	16	3	10.0	4.358898943540674	1.6	1.3764944032233704	0.16866861888781515
M1518_1.02d.jpwm|M1518_1.02d.jpwm|FR|4	20	3	15.0	4.58257569495584	1.3333333333333333	1.091089451179962	0.27523352407483426
